SampleID,Origin_PostHoc,Genet,Ramet,Raceway,Rack,Treatment,Run_initialPAM,Number_initialPAM,RunDate_initialPAM,FvFm_Initial,F0_Initial,NPQ_Initial,ETR-Max_Initial,Run_finalPAM,Number_finalPAM,RunDate_finalPAM,FvFm_Final,FvFm_Final_withNA,F0_Final,F0_Final_withNA,NPQ_Final,NPQ_Final_withNA,ETR_Final,ETR_Final_withNA,SamplingTime_Survival,Mortality,TOD,SA_I,SA_F_Growth,SA_F_Tissue,InitialWeight,Time_initialBW,Date_initialBW,densitySW_initialBW,Davies1989_WeightInitial,FinalWeight,Time_finalBW,Date_finalBW,densitySW_finalBW,Davies1989_WeightFinal,Origin,Origin2,lat_lon
14.6,E-H-SI Batch Cross,14,6,6S,53,Control,26,3,3/30/22,0.448,0.204,0.627,22.3,72,4,5/11/22,0.293,0.293,0.344,0.344,0.51,0.51,8.8,8.8,34,0,36,1.53,1.84,1.84,5.766,12:01,3/31/22,1.024790794,8.867467126,5.848,10:20,11-May,1.025978003,8.999181748,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
15.1,E-H-SI Batch Cross,15,1,4N,2,Control,RRnR1,7,4/4/22,0.38,0.201,0.706,16.8,112,1,5/13/22,0.304,0.304,0.368,0.368,0.576,0.576,11.2,11.2,36,0,36,1.13,1.4,1.4,7.017,14:30,3/28/22,1.025004676,10.79257767,7.21,10:05,13-May,1.025835025,11.09425931,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
15.2,E-H-SI Batch Cross,15,2,5N,14,Heat,86,8,4/1/22,0.411,0.226,0.667,15.5,38,7,5/9/22,0.398,0.398,0.302,0.302,0.451,0.451,10.4,10.4,31,0,36,1.2,1.29,0.95,6.377,14:58,3/29/22,1.024709929,9.806700976,6.425,11:45,8-May,1.025603511,9.885152649,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
15.3,E-H-SI Batch Cross,15,3,6N,21,Control,109,1,4/3/22,0.406,0.205,0.667,17,107,6,5/12/22,0.294,0.294,0.399,0.399,0.561,0.561,10.4,10.4,35,0,36,1.72,2.2,2.2,6.796,11:30,3/30/22,1.025073996,10.45304645,6.984,16:00,12-May,1.025714062,10.74582319,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
15.4,E-H-SI Batch Cross,15,4,4S,38,Heat,41,8,3/30/22,0.413,0.252,0.627,43.4,mort run 1,4,5/2/22,0.303,NA,0.294,NA,0.471,NA,6.9,NA,25,1,25,1.4,1.4,0.7,6.314,10:02,4/1/22,1.024492498,9.708710137,6.435,NA,5/2/22,1.025351,9.899225527,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
15.5,E-H-SI Batch Cross,15,5,5S,49,Heat,13,8,3/29/22,0.394,0.263,0.678,14.3,70,2,5/10/22,0.352,NA,0.258,NA,0.173,NA,7.4,NA,33,1,33,1.49,1.5,0,6.964,17:05,4/1/22,1.024612853,10.70885779,7.049,10:20,10-May,1.022223089,10.82598803,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
15.6,E-H-SI Batch Cross,15,6,6S,55,Control,40,7,3/30/22,0.372,0.215,0.698,19.5,78,1,5/11/22,0.31,0.31,0.361,0.361,0.569,0.569,12.8,12.8,34,0,36,1.12,1.53,1.53,6.511,10:04,3/31/22,1.024862871,10.01357315,6.665,11:33,11-May,1.02604885,10.25680202,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
16.1,E-H-SI Batch Cross,16,1,4N,8,Control,80,8,4/1/22,0.378,0.209,0.525,20.1,127,3,5/13/22,0.217,0.217,0.367,0.367,0.412,0.412,7.8,7.8,36,0,36,1.4,1.82,1.82,6.011,14:10,3/28/22,1.025175541,9.246117097,6.185,15:37,13-May,1.025716028,9.516464071,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
16.2,E-H-SI Batch Cross,16,2,5N,15,Heat,97,2,4/2/22,0.339,0.245,0.663,15.3,41,2,5/9/22,0.325,0.325,0.224,0.224,0.251,0.251,1.9,1.9,31,0,36,1.24,1.24,0.91,6.44,14:12,3/29/22,1.024709929,9.903583862,6.591,12:30,8-May,1.025449825,10.13973287,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
16.3,E-H-SI Batch Cross,16,3,6N,29,Control,107,6,4/3/22,0.341,0.189,0.725,17.1,98,3,5/12/22,0.216,0.216,0.356,0.356,0.427,0.427,8.4,8.4,35,0,36,1.03,1.26,1.26,6.662,12:50,3/30/22,1.024670821,10.24477041,6.833,11:10,12-May,1.025962899,10.51486339,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
16.4,E-H-SI Batch Cross,16,4,4S,39,Heat,50,2,3/31/22,0.382,0.251,0.565,18.4,23,4,5/7/22,0.243,NA,0.186,NA,0.18,NA,2.8,NA,30,1,30,1.56,1.76,0,7.1,11:42,4/1/22,1.024555302,10.91766139,7.255,5:55,7-May,1.024777284,11.15730451,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
16.5,E-H-SI Batch Cross,16,5,5S,41,Heat,17,7,3/29/22,0.399,0.22,0.486,22.4,65,3,5/10/22,0.145,NA,0.124,NA,0.165,NA,2,NA,33,1,33,1.8,2.03,0,6.191,14:47,4/3/22,1.024353621,9.518885665,6.281,10:20,10-May,1.025789507,9.664546052,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
16.6,E-H-SI Batch Cross,16,6,6S,54,Control,35,6,3/30/22,0.356,0.215,0.459,22.7,79,4,5/11/22,0.166,0.166,0.287,0.287,0.337,0.337,9.3,9.3,34,0,36,1.65,1.91,1.91,6.645,14:30,3/31/22,1.024500035,10.21771207,6.858,11:00,11-May,1.026045973,10.55379474,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
17.1,E-H-SI Batch Cross,17,1,4N,7,Control,66,5,4/1/22,0.401,0.247,0.635,13.6,129,6,5/13/22,0.245,0.245,0.431,0.431,0.51,0.51,6.5,6.5,36,0,36,1.49,1.6,1.59,6.152,15:37,3/28/22,1.025148237,9.462867584,6.339,16:04,13-May,1.025716028,9.753414025,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
17.2,E-H-SI Batch Cross,17,2,5N,17,Heat,83,5,4/1/22,0.374,0.238,0.725,12.4,46,7,5/9/22,0.391,0.391,0.33,0.33,0.439,0.439,12.3,12.3,32,0,36,1.44,1.76,1.23,6.248,16:20,3/29/22,1.024650556,9.608022328,6.388,3:50,8-May,1.025135347,9.825810967,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
17.3,E-H-SI Batch Cross,17,3,6N,26,Control,102,4,4/2/22,0.362,0.213,0.722,10.6,100,4,5/12/22,0.224,0.224,0.366,0.366,0.467,0.467,8.5,8.5,35,0,36,0.89,1.01,1.01,6.509,14:52,3/30/22,1.024348901,10.00779734,6.688,11:50,12-May,1.025757042,10.29061965,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
17.4,E-H-SI Batch Cross,17,4,4S,34,Heat,58,4,3/31/22,0.323,0.206,0.714,10.3,6_BH,4,5/7/22,0.059,NA,0.172,NA,0.267,NA,0.3,NA,30,0,36,1,1,0,6.398,13:27,4/1/22,1.024635475,9.838610801,6.513,2:50,7-May,1.024995623,10.01734706,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
17.5,E-H-SI Batch Cross,17,5,5S,47,Heat,1,4,3/29/22,0.4,0.259,0.561,14.4,54,3,5/9/22,0.288,0.288,0.293,0.293,0.416,0.416,11.6,11.6,33,0,36,1.42,1.61,1.61,6.571,14:35,4/2/22,1.024434507,10.10357822,6.513,11:00,9-May,1.025640607,10.02073982,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
17.6,E-H-SI Batch Cross,17,6,6S,57,Control,28,4,3/30/22,0.393,0.209,0.706,17.5,86,3,5/11/22,0.236,0.236,0.342,0.342,0.506,0.506,8.8,8.8,34,0,36,0.99,1,1,6.328,11:40,3/31/22,1.024895026,9.732293104,6.459,13:34,11-May,1.026056313,9.939826544,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
18.1,E-H-SI Batch Cross,18,1,4N,3,Control,61,4,3/31/22,0.375,0.248,0.741,14,113,3,5/13/22,0.252,0.252,0.406,0.406,0.631,0.631,8.5,8.5,36,0,36,0.91,1.21,1.21,6.625,14:51,3/28/22,1.025004676,10.18965756,6.788,10:05,13-May,1.025835025,10.44491431,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
18.2,E-H-SI Batch Cross,18,2,5N,18,Heat,90,6,4/2/22,0.34,0.226,0.804,11.8,50,4,5/9/22,0.441,NA,0.151,NA,0.259,NA,6.7,NA,31,1,31,1.18,1.2,0,6.366,15:19,3/29/22,1.024620393,9.789324885,6.458,6:10,11-May,1.025960268,9.937786322,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
18.3,E-H-SI Batch Cross,18,3,6N,29,Control,107,5,4/3/22,0.376,0.208,0.443,12.9,98,4,5/12/22,0.268,0.268,0.337,0.337,0.553,0.553,8.9,8.9,35,0,36,1.09,1.16,1.16,6.127,12:50,3/30/22,1.024670821,9.422051683,6.23,11:10,12-May,1.025962899,9.586945546,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
18.4,E-H-SI Batch Cross,18,4,4S,35,Heat,55,7,3/31/22,0.39,0.206,0.714,14.7,7,4,5/7/22,0.267,0.267,0.339,0.339,0.659,0.659,6.6,6.6,30,0,36,0.8,0.8,0.5,6.733,14:35,4/1/22,1.024610503,10.35362588,6.831,3:35,7-May,1.024834613,10.50556038,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
18.5,E-H-SI Batch Cross,18,5,5S,46,Heat,7,4,3/29/22,0.3,0.212,0.678,16.1,70,1,5/10/22,0.342,NA,0.161,NA,0.427,NA,7.6,NA,33,1,33,0.58,0.58,0,6.219,16:40,4/1/22,1.024572806,9.563036604,6.315,10:20,10-May,1.025789507,9.716861697,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
18.6,E-H-SI Batch Cross,18,6,6S,52,Control,21,6,3/30/22,0.432,0.227,0.576,17.6,73,6,5/11/22,0.315,0.315,0.345,0.345,0.573,0.573,10.6,10.6,34,0,36,0.86,1.18,1.18,6.375,11:10,3/31/22,1.024887479,9.804538992,6.617,10:39,11-May,1.026045973,10.18291919,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
19.1,E-H-SI Batch Cross,19,1,4N,3,Control,62,1,3/31/22,0.424,0.233,0.557,12.3,113,6,5/13/22,0.244,0.244,0.418,0.418,0.651,0.651,6.2,6.2,36,0,36,1.61,1.8,1.8,6.471,14:51,3/28/22,1.025175541,9.953688859,6.642,10:05,13-May,1.025835025,10.22025941,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
19.2,E-H-SI Batch Cross,19,2,5N,15,Heat,97,3,4/2/22,0.414,0.169,0.792,14.6,41,3,5/9/22,0.339,0.339,0.326,0.326,0.353,0.353,4.3,4.3,31,0,36,1.82,1.85,1.85,6.482,14:12,3/29/22,1.024717473,9.968211922,6.652,12:30,8-May,1.02546866,10.23367775,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
19.3,E-H-SI Batch Cross,19,3,6N,23,Control,120,7,4/3/22,0.403,0.197,0.616,14.1,105,5,5/12/22,0.216,0.216,0.38,0.38,0.424,0.424,3.5,3.5,35,0,36,1.95,2.15,2.15,7.209,15:30,3/30/22,1.02462063,11.08565062,7.348,12:20,12-May,1.025714263,11.30588733,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
19.4,E-H-SI Batch Cross,19,4,4S,40,Heat,54,4,3/31/22,0.463,0.185,0.627,15.3,21,3,5/7/22,0.267,0.267,0.272,0.272,0.235,0.235,3.9,3.9,30,0,36,1.76,1.85,1.85,6.921,17:05,4/1/22,1.024572806,10.64251107,7.055,4:35,7-May,1.024779986,10.84974431,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
19.5,E-H-SI Batch Cross,19,5,5S,42,Heat,5,1,3/29/22,0.456,0.18,0.659,16.3,67,2,5/10/22,0.139,NA,0.233,NA,0.114,NA,2,NA,33,1,33,1.52,1.57,0,6.915,16:03,4/1/22,1.024610503,10.63349516,7.034,10:20,10-May,1.025789507,10.82318372,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
19.6,E-H-SI Batch Cross,19,6,6S,54,Control,36,1,3/30/22,0.388,0.246,0.667,66.7,80,4,5/11/22,0.198,0.198,0.368,0.368,0.49,0.49,6,6,34,0,36,1.5,1.81,1.81,6.076,14:30,3/31/22,1.024500035,9.342786841,6.175,11:00,11-May,1.026045973,9.502724195,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
20.1,E-H-SI Batch Cross,20,1,4N,8,Control,79,3,4/1/22,0.36,0.232,0.522,20.8,127,6,5/13/22,0.225,0.225,0.433,0.433,0.42,0.42,8.9,8.9,36,0,36,1.29,1.48,1.48,6.549,14:10,3/28/22,1.025004676,10.07276488,6.773,15:37,13-May,1.025716028,10.42118208,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
20.2,E-H-SI Batch Cross,20,2,5N,12,Heat,96,4,4/2/22,0.331,0.19,0.678,17.4,31,3,5/8/22,0.3,0.3,0.224,0.224,0.137,0.137,5.4,5.4,31,0,36,1.23,1.31,0,6.699,16:00,3/29/22,1.024650556,10.30155915,6.883,10:30,8-May,1.025797522,10.59088528,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
20.3,E-H-SI Batch Cross,20,3,6N,24,Control,116,2,4/3/22,0.351,0.24,0.647,17.8,104,7,5/12/22,0.206,0.206,0.328,0.328,0.38,0.38,9.8,9.8,35,0,36,1.41,1.48,1.48,5.694,15:39,3/30/22,1.02462063,8.755957088,5.783,12:20,12-May,1.025962899,8.89908605,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
20.4,E-H-SI Batch Cross,20,4,4S,32,Heat,51,6,3/31/22,0.313,0.179,0.349,13.9,26,2,5/8/22,0.443,NA,0.361,NA,0.239,NA,8.5,NA,30,1,30,1,1,0,6.498,11:00,4/1/22,1.024368685,9.99098821,6.646,6:10,7-May,1.024742426,10.22054984,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
20.5,E-H-SI Batch Cross,20,5,5S,47,Heat,1,7,3/29/22,0.404,0.262,0.408,21.5,54,5,5/9/22,0.174,NA,0.223,NA,0.082,NA,2.9,NA,33,1,33,1.36,1.42,0,6.392,14:35,4/2/22,1.024419439,9.828269861,6.524,11:00,9-May,1.025625524,10.03758464,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
20.6,E-H-SI Batch Cross,20,6,6S,59,Control,31,3,3/30/22,0.325,0.234,0.459,17.8,90,7,5/12/22,0.288,0.288,0.427,0.427,0.494,0.494,12.4,12.4,35,0,36,1.27,1.45,1.45,6.135,14:30,3/31/22,1.024260451,9.432322486,6.274,15:20,11-May,1.025960268,9.65464097,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
21.1,E-H-SI Batch Cross,21,1,4N,10,Control,74,6,4/1/22,0.417,0.173,0.698,10.7,119,1,5/13/22,0.226,0.226,0.392,0.392,0.643,0.643,4.1,4.1,36,0,36,0.92,0.98,0.98,6.026,11:30,3/29/22,1.025028655,9.268475376,6.146,12:45,13-May,1.025736695,9.456559896,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
21.2,E-H-SI Batch Cross,21,2,5N,14,Heat,85,1,4/1/22,0.401,0.215,0.604,12.3,mort run 1,6,4/29/22,0.408,NA,0.341,NA,0.573,NA,12.1,NA,22,1,22,1.4,1.4,0.9,6.514,14:58,3/29/22,1.024709929,10.01738281,6.51,NA,4/29/22,1.024899,10.01222507,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
21.3,E-H-SI Batch Cross,21,3,6N,22,Control,105,4,4/3/22,0.442,0.19,0.733,12.3,95,1,5/12/22,0.304,0.304,0.378,0.378,0.635,0.635,8.8,8.8,35,0,36,1.26,1.34,1.34,6.46,14:10,3/30/22,1.02468826,9.934227354,6.554,10:30,12-May,1.025930413,10.08535619,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
21.4,E-H-SI Batch Cross,21,4,4S,34,Heat,57,6,3/31/22,0.339,0.213,0.694,8.3,mort run 1,3,5/2/22,0.188,NA,0.394,NA,0.576,NA,2.3,NA,25,1,25,1.25,1.3,0.2,6.031,13:27,4/1/22,1.024635475,9.274251601,6.058,NA,5/2/22,1.025351,9.3192709,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
21.5,E-H-SI Batch Cross,21,5,5S,41,Heat,17,3,3/29/22,0.427,0.197,0.635,15,mort run 1,3,4/29/22,0.275,NA,0.319,NA,0.561,NA,4.7,NA,22,1,22,0.92,1,0.2,6.375,14:47,4/3/22,1.024353621,9.801792298,6.45,NA,4/29/22,1.024899,9.919946502,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
21.6,E-H-SI Batch Cross,21,6,6S,51,Control,33,1,3/30/22,0.359,0.225,0.635,12.1,75,7,5/11/22,0.247,0.247,0.339,0.339,0.663,0.663,6.8,6.8,34,0,36,1.42,1.48,1.48,6.719,10:40,3/31/22,1.024904461,10.33369172,6.824,10:39,11-May,1.026045973,10.50147205,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
22.1,Elbow batch cross,22,1,4N,8,Control,80,4,4/1/22,0.383,0.203,0.659,10.1,127,5,5/13/22,0.271,0.271,0.39,0.39,0.561,0.561,5.5,5.5,36,0,36,1.73,2.17,2.17,6.601,14:10,3/28/22,1.025004676,10.15274408,6.699,15:37,13-May,1.025716028,10.30732301,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
22.2,Elbow batch cross,22,2,5N,15,Heat,97,7,4/2/22,0.377,0.196,0.686,10.6,41,8,5/9/22,0.443,NA,NA,NA,0.353,NA,4,NA,31,1,31,1.86,2.29,2.29,6.999,14:12,3/29/22,1.024717473,10.76326986,7.093,12:30,8-May,1.025427238,10.9118908,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
22.3,Elbow batch cross,22,3,6N,21,Control,110,2,4/3/22,0.395,0.199,0.761,9,107,3,5/12/22,0.249,0.249,0.379,0.379,0.537,0.537,5.1,5.1,35,0,36,0.75,0.96,0.96,6.818,11:30,3/30/22,1.024996861,10.48646041,6.862,16:00,12-May,1.025714062,10.55810979,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
22.4,Elbow batch cross,22,4,4S,37,Heat,60,1,3/31/22,0.404,0.223,0.588,12.4,19_RR_37,4,5/7/22,0.32,0.32,0.224,0.224,0.337,0.337,5.5,5.5,30,0,36,1.26,1.35,1.35,6.86,16:10,4/1/22,1.024572806,10.54871058,6.914,4:35,7-May,1.024779986,10.63290321,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
22.5,Elbow batch cross,22,5,5S,42,Heat,6,3,3/29/22,0.43,0.198,0.62,12.6,67,6,5/10/22,0.095,NA,0.172,NA,0.075,NA,1.5,NA,33,1,33,1.8,2.04,2.04,6.823,17:05,4/1/22,1.024317628,10.49041031,6.89,10:20,10-May,1.025870245,10.6020611,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
22.6,Elbow batch cross,22,6,6S,60,Control,RRnR2,2,4/4/22,0.38,0.241,0.612,10.5,82,4,5/11/22,0.252,0.252,0.347,0.347,0.596,0.596,10.5,10.5,34,0,36,1.32,1.6,1.6,6.584,15:45,3/31/22,1.024500035,10.12391517,6.65,11:56,11-May,1.026081435,10.23389359,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
23.1,Elbow batch cross,23,1,4N,3,Control,62,3,3/31/22,0.393,0.212,0.529,12.8,114,3,5/13/22,0.217,0.217,0.418,0.418,0.561,0.561,4.5,4.5,36,0,36,1.21,1.29,1.29,6.317,14:51,3/28/22,1.025004676,9.715934612,6.295,10:05,13-May,1.025850121,9.686396122,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
23.2,Elbow batch cross,23,2,5N,11,Heat,92,5,4/2/22,0.46,0.196,0.663,12.6,34,4,5/8/22,0.286,0.286,0.337,0.337,0.322,0.322,5.5,5.5,31,0,36,1.25,1.25,1.25,6.553,13:40,3/29/22,1.024766727,10.07765835,6.636,11:26,8-May,1.025603511,10.20978568,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
23.3,Elbow batch cross,23,3,6N,28,Control,114,5,4/3/22,0.381,0.176,0.667,11,93,5,5/12/22,0.267,0.267,0.448,0.448,0.475,0.475,5.8,5.8,35,0,36,1.18,1.3,1.3,5.721,12:10,3/30/22,1.024792918,8.798271934,5.797,15:20,11-May,1.025960268,8.920617421,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
23.4,Elbow batch cross,23,4,4S,39,Heat,50,6,3/31/22,0.414,0.219,0.694,13,23,6,5/7/22,0.302,0.302,0.269,0.269,0.416,0.416,7.1,7.1,30,0,36,1.22,1.35,1.19,6.499,11:42,4/1/22,1.024555302,9.993504415,6.587,5:55,7-May,1.024712379,10.12965696,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
23.5,Elbow batch cross,23,5,5S,47,Heat,1,5,3/29/22,0.427,0.256,0.486,11.2,53,8,5/9/22,0.213,0.213,0.232,0.232,0.306,0.306,5.5,5.5,33,0,36,1.37,1.39,1.01,5.963,14:35,4/2/22,1.024368685,9.168399922,6.014,11:00,9-May,1.025640607,9.252990831,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
23.6,Elbow batch cross,23,6,6S,56,Control,30,3,3/30/22,0.393,0.2,0.608,23.4,83,1,5/11/22,0.16,0.16,0.405,0.405,0.514,0.514,5.2,5.2,34,0,36,1.32,1.54,1.54,6.333,15:45,3/31/22,1.024252927,9.736701301,6.404,11:56,11-May,1.026081435,9.855316475,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
24.1,Elbow batch cross,24,1,4N,6,Control,77,6,4/1/22,0.381,0.231,0.71,13.3,126,5,5/13/22,0.314,0.314,0.316,0.316,0.549,0.549,9.3,9.3,36,0,36,1,1.42,1.42,6.477,15:11,3/28/22,1.025175541,9.962918056,6.548,14:30,13-May,1.025652787,10.07465439,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
24.2,Elbow batch cross,24,2,5N,18,Heat,89,3,4/2/22,0.36,0.173,0.71,10.7,28,2,5/8/22,0.432,0.432,0.277,0.277,0.49,0.49,8.6,8.6,31,0,36,0.92,1.03,1.03,6.125,15:19,3/29/22,1.024682995,9.419036284,6.194,2:38,8-May,1.025226613,9.527863063,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
24.3,Elbow batch cross,24,3,6N,24,Control,115,6,4/3/22,0.37,0.227,0.722,7.2,103,8,5/12/22,0.245,0.245,0.4,0.4,0.537,0.537,5.7,5.7,35,0,36,1.25,1.56,1.56,5.67,15:39,3/30/22,1.02462063,8.719051052,5.707,12:20,12-May,1.025714263,8.780987891,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
24.4,Elbow batch cross,24,4,4S,35,Heat,55,1,3/31/22,0.359,0.237,0.639,8.4,8,1,5/7/22,0.331,0.331,0.299,0.299,0.553,0.553,8.5,8.5,30,0,36,1.29,1.29,1.23,6.253,14:35,4/1/22,1.024623148,9.615572886,6.32,3:35,7-May,1.024842127,9.719719434,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
24.5,Elbow batch cross,24,5,5S,49,Heat,14,1,3/29/22,0.366,0.236,0.62,10.8,60,3,5/10/22,0.335,0.335,0.243,0.243,0.361,0.361,9,9,33,0,36,1.29,1.3,0.76,6.554,17:05,4/1/22,1.024572806,10.07817043,6.646,11:30,9-May,1.025640607,10.22537031,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
24.6,Elbow batch cross,24,6,6S,54,Control,35,1,3/30/22,0.352,0.256,0.694,12.8,79,2,5/11/22,0.283,0.283,0.367,0.367,0.518,0.518,10.3,10.3,34,0,36,1.27,1.39,1.39,6.326,14:30,3/31/22,1.024260451,9.725977514,6.43,11:00,11-May,1.02603842,9.895105134,Elbow batch cross,Elbow batch cross,25.1415 N 80.2623 W
26.1,E-H-SI Batch Cross,26,1,4N,8,Control,79,8,4/1/22,0.391,0.252,0.718,15.9,128,4,5/13/22,0.291,0.291,0.384,0.384,0.541,0.541,9.1,9.1,36,0,36,2.48,3.12,3.12,6.673,14:10,3/28/22,1.025047124,10.26371321,6.824,15:37,13-May,1.025731113,10.49973569,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
26.2,E-H-SI Batch Cross,26,2,5N,16,Heat,87,2,4/1/22,0.413,0.257,0.678,16.4,48,2,5/9/22,0.312,0.312,0.379,0.379,0.541,0.541,7.2,7.2,32,0,36,3.07,3.5,3.5,6.647,12:23,3/29/22,1.025028655,10.2236236,6.768,3:20,8-May,1.025187992,10.41060216,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
26.3,E-H-SI Batch Cross,26,3,6N,28,Control,113,7,4/3/22,0.385,0.228,0.69,20.5,94,7,5/12/22,0.315,0.315,0.421,0.421,0.537,0.537,12.6,12.6,35,0,36,5.3,6.05,6.05,7.57,12:10,3/30/22,1.024792918,11.64183159,7.714,15:20,11-May,1.025960268,11.87056112,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
26.4,E-H-SI Batch Cross,26,4,4S,31,Heat,43,8,3/31/22,0.411,0.256,0.631,17.1,11,6,5/7/22,0.287,0.287,0.388,0.388,0.541,0.541,8.9,8.9,30,0,36,3.44,3.74,3.74,6.679,15:05,4/1/22,1.024623148,10.27065589,6.82,4:15,7-May,1.024857156,10.48876732,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
26.5,E-H-SI Batch Cross,26,5,5S,45,Heat,20,2,3/29/22,0.434,0.275,0.584,15.3,61,3,5/10/22,0.291,0.291,0.25,0.25,0.545,0.545,8.2,8.2,33,0,36,3.19,3.96,3.96,7.007,12:25,4/2/22,1.024507103,10.77438285,7.148,2:49,9-May,1.025045103,10.99429705,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
26.6,E-H-SI Batch Cross,26,6,6S,51,Control,34,1,3/30/22,0.397,0.235,0.616,20,75,8,5/11/22,0.263,0.263,0.382,0.382,0.431,0.431,7.8,7.8,34,0,36,4.37,4.68,4.05,7.068,10:40,3/31/22,1.024904461,10.87044695,7.163,10:39,11-May,1.026045973,11.02316007,E-H-SI Batch Cross,E-H-SI Batch Cross,25.09277 N 80.3331 W
